,Referee,no_of_rounds,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,Gender
15,Marc Goddard,3,0.0,1.0,0.0,0.2,0.0,19.8,7.6,13.0,8.8,31.2,15.4,0.2,0.2,0.2,3.2,0.8,33.0,16.4,0.4560000000000001,5.0,2.4,0.5,43.4,24.8,3.0,1.0,2.0,0.6,28.2,9.4,7.0,5.0,27.8,10.0,0.4,4.0,2.6,1.6,0.4,37.2,15.0,0.462,1.4,0.6,0.1,67.4,42.0,11.0,561.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Southpaw,177.8,182.88,145.0,30.0,1
16,Rich Mitchell,3,0.0,2.0,0.0,3.6,3.2,60.0,25.4,8.8,6.2,60.2,24.4,0.4,3.2,3.2,0.6,0.0,72.4,34.8,0.4980000000000001,0.8,0.4,0.132,87.0,47.6,2.0,2.0,2.8,1.8,84.4,22.6,7.8,5.8,83.6,22.6,0.2,4.0,3.8,3.4,0.0,95.0,30.2,0.386,3.8,2.6,0.32,119.6,49.4,12.0,610.8,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,Orthodox,175.26,177.8,155.0,32.0,1
17,Rebin Saber,3,3.0,0.0,0.0,9.666666666666666,6.333333333333332,71.66666666666667,29.33333333333333,6.666666666666668,5.333333333333333,58.33333333333334,21.0,0.0,23.66666666666667,15.0,0.3333333333333333,0.0,88.0,41.0,0.4666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,98.0,49.33333333333334,0.0,3.0,8.0,6.0,100.0,36.333333333333336,20.0,14.333333333333336,103.66666666666669,39.66666666666666,0.3333333333333333,4.0,3.6666666666666665,4.666666666666667,0.0,128.0,56.66666666666666,0.4366666666666667,4.666666666666667,2.0,0.2766666666666667,160.33333333333334,84.0,8.0,681.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,175.26,145.0,31.0,1
18,Leon Roberts,3,0.0,0.0,0.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,177.8,182.88,170.0,27.0,1
20,Marc Goddard,3,0.0,1.0,0.0,5.777777777777778,3.4444444444444446,74.8888888888889,29.88888888888889,8.222222222222221,6.888888888888888,67.77777777777777,24.555555555555557,0.1111111111111111,13.111111111111109,10.555555555555557,0.8888888888888888,0.0,88.8888888888889,40.22222222222222,0.4500000000000001,1.0,0.5555555555555556,0.23111111111111116,104.66666666666669,53.88888888888889,3.0,3.0,3.555555555555556,1.5555555555555556,54.88888888888889,22.11111111111111,7.222222222222222,5.5555555555555545,48.33333333333334,17.0,0.1111111111111111,6.111111111111112,5.333333333333333,1.5555555555555556,0.0,65.66666666666667,29.222222222222218,0.5177777777777778,3.0,1.3333333333333333,0.20333333333333334,78.22222222222223,40.0,22.0,686.8888888888888,0.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,Southpaw,177.8,177.8,155.0,29.0,1
21,Leon Roberts,3,2.0,0.0,0.0,2.8571428571428568,1.1428571428571428,98.0,32.714285714285715,0.2857142857142857,0.2857142857142857,85.0,24.0,0.2857142857142857,5.7142857142857135,4.571428571428571,0.7142857142857143,0.14285714285714285,101.14285714285714,34.142857142857146,0.3171428571428571,2.142857142857143,0.7142857142857143,0.15142857142857144,114.42857142857143,46.0,3.0,3.0,2.7142857142857144,2.142857142857143,101.28571428571428,36.285714285714285,1.1428571428571428,1.0,84.85714285714286,26.714285714285715,0.14285714285714285,7.142857142857142,5.571428571428571,0.42857142857142855,0.14285714285714285,105.14285714285714,39.42857142857143,0.38428571428571423,1.7142857142857142,0.2857142857142857,0.17857142857142858,116.28571428571428,49.85714285714285,19.0,807.8571428571429,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,Southpaw,167.64,167.64,155.0,35.0,1
23,Kevin Sataki,3,0.0,1.0,0.0,0.0,0.0,5.0,1.0,11.0,8.0,12.0,8.0,0.0,2.0,1.0,0.0,0.0,16.0,9.0,0.56,0.0,0.0,0.0,17.0,9.0,1.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,13.0,1.0,0.0,3.0,3.0,0.0,0.0,16.0,4.0,0.25,1.0,0.0,0.0,16.0,4.0,1.0,193.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,193.04,205.0,27.0,1
24,Rebin Saber,3,1.0,0.0,0.0,1.0,1.0,126.0,37.0,0.0,0.0,107.0,26.0,0.0,9.0,7.0,0.0,0.0,127.0,38.0,0.29,0.0,0.0,0.0,127.0,38.0,0.0,1.0,0.0,0.0,150.0,64.0,0.0,0.0,85.0,25.0,0.0,14.0,9.0,0.0,0.0,150.0,64.0,0.42,0.0,0.0,0.0,150.0,64.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,195.58,155.0,25.0,1
25,Dan Miragliotta,5,2.0,0.0,0.0,11.807692307692307,8.846153846153848,82.80769230769229,31.923076923076927,10.961538461538463,7.153846153846153,78.23076923076924,27.30769230769231,0.19230769230769232,11.730769230769232,9.692307692307693,1.5,0.07692307692307693,105.57692307692308,47.92307692307693,0.453076923076923,4.307692307692308,1.7307692307692308,0.29653846153846153,127.76923076923076,67.96153846153847,5.0,9.0,9.384615384615383,6.5769230769230775,102.92307692307692,33.57692307692308,5.730769230769232,3.8846153846153846,95.96153846153848,27.461538461538463,0.038461538461538464,8.346153846153848,7.4230769230769225,0.7692307692307693,0.07692307692307693,118.03846153846152,44.03846153846154,0.35076923076923083,3.6538461538461537,1.5,0.245,138.11538461538458,62.230769230769226,74.0,794.7692307692308,4.0,0.0,0.0,10.0,4.0,3.0,0.0,17.0,Southpaw,172.72,177.8,170.0,34.0,1
26,Todd Ronald Anderson,3,0.0,4.0,0.0,3.6666666666666665,2.6666666666666665,37.22222222222222,13.777777777777779,9.444444444444443,6.5555555555555545,40.22222222222222,15.222222222222221,0.0,3.4444444444444446,3.111111111111111,2.555555555555556,0.1111111111111111,50.33333333333334,23.0,0.4344444444444445,6.111111111111112,2.7777777777777777,0.4833333333333333,74.0,42.66666666666666,4.0,3.0,1.3333333333333333,0.8888888888888888,25.555555555555557,6.666666666666668,17.11111111111111,11.888888888888891,36.111111111111114,14.222222222222221,0.0,4.0,2.7777777777777777,0.8888888888888888,0.0,44.0,19.444444444444443,0.33,1.3333333333333333,0.5555555555555556,0.16666666666666666,77.66666666666667,50.22222222222222,21.0,634.2222222222222,1.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,Orthodox,187.96,200.66,185.0,29.0,1
28,Dan Miragliotta,3,0.0,4.0,0.0,3.6,3.0,57.4,31.3,6.7,4.5,53.0,26.7,0.6,8.0,7.1,0.8,0.1,67.7,38.8,0.511,1.2,0.6,0.108,75.3,45.7,4.0,2.0,5.7,3.7,68.3,29.9,2.9,1.7,66.6,28.1,0.1,3.5,2.6,0.5,0.1,76.9,35.3,0.43799999999999994,2.7,1.0,0.095,85.9,43.2,18.0,453.4,0.0,0.0,0.0,0.0,5.0,3.0,0.0,8.0,Orthodox,180.34,190.5,170.0,27.0,1
29,Todd Ronald Anderson,3,0.0,4.0,0.0,6.652173913043479,4.782608695652174,29.43478260869565,12.0,5.3478260869565215,3.782608695652174,28.130434782608692,11.130434782608695,0.08695652173913042,4.695652173913044,3.695652173913044,1.3478260869565215,0.13043478260869565,41.43478260869565,20.565217391304348,0.4839130434782608,3.0,1.3043478260869563,0.4778260869565217,52.78260869565217,31.04347826086957,4.0,9.0,3.1304347826086962,1.9565217391304348,32.82608695652174,13.217391304347824,8.0,5.086956521739131,34.69565217391305,13.956521739130435,0.08695652173913042,2.8260869565217392,2.0434782608695654,0.8695652173913043,0.2608695652173913,43.95652173913044,20.26086956521739,0.4352173913043477,1.5217391304347827,0.6086956521739131,0.24478260869565216,51.95652173913044,27.347826086956523,42.0,400.5652173913044,0.0,0.0,0.0,1.0,0.0,13.0,0.0,14.0,Orthodox,177.8,187.96,155.0,29.0,1
30,Keith Peterson,3,0.0,3.0,0.0,3.25,2.25,59.75,21.0,2.75,1.75,56.75,19.5,0.0,2.5,2.25,2.25,0.0,65.75,25.0,0.505,3.0,1.75,0.6375,71.0,29.25,3.0,1.0,1.0,1.0,47.75,20.0,1.0,0.75,37.0,12.5,0.0,4.25,3.5,0.0,0.0,49.75,21.75,0.3425,0.0,0.0,0.0,53.25,24.5,8.0,480.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Orthodox,167.64,177.8,155.0,32.0,1
32,Dan Miragliotta,3,0.0,1.0,0.0,6.333333333333332,4.0,91.0,37.5,3.0,2.833333333333333,78.5,29.33333333333333,0.16666666666666666,9.0,7.166666666666668,0.16666666666666666,0.0,100.33333333333331,44.33333333333334,0.485,2.6666666666666665,1.0,0.3333333333333333,106.5,49.66666666666666,1.0,3.0,3.333333333333333,1.6666666666666667,95.33333333333331,25.83333333333333,2.333333333333333,2.1666666666666665,76.33333333333333,14.833333333333336,0.0,9.833333333333334,8.333333333333334,0.5,0.0,101.0,29.66666666666667,0.34333333333333343,4.0,1.0,0.10666666666666667,107.5,36.16666666666666,16.0,778.6666666666665,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Southpaw,177.8,185.42,155.0,29.0,1
33,Todd Ronald Anderson,3,1.0,0.0,0.0,6.5,4.25,56.0,19.125,10.125,7.5,57.625,20.25,0.25,6.0,4.875,0.75,0.375,72.625,30.875,0.4075,0.875,0.0,0.0,78.625,35.75,2.0,3.0,11.375,6.75,45.125,16.75,5.75,4.5,50.625,19.75,0.375,4.5,3.875,1.875,0.125,62.25,28.0,0.53125,3.875,1.75,0.3525,77.625,41.25,17.0,541.625,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,Southpaw,185.42,187.96,170.0,31.0,1
34,Keith Peterson,3,0.0,2.0,0.0,4.5,4.5,76.0,38.5,5.0,3.5,47.0,17.0,0.0,21.5,21.0,1.0,0.5,85.5,46.5,0.55,1.0,0.5,0.25,110.0,70.5,2.0,0.0,4.0,2.0,74.5,23.5,1.5,0.5,55.5,7.5,0.0,8.5,8.5,0.5,0.5,80.0,26.0,0.325,7.5,1.0,0.135,102.5,47.5,6.0,900.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Orthodox,180.34,180.34,155.0,27.0,1
35,Dan Miragliotta,3,2.0,0.0,0.0,9.666666666666666,6.75,47.83333333333334,17.166666666666668,21.5,15.75,69.66666666666667,32.333333333333336,0.0,3.75,3.083333333333333,1.6666666666666667,0.0,79.0,39.66666666666666,0.4958333333333334,6.916666666666668,2.833333333333333,0.30250000000000005,102.16666666666669,59.5,3.0,6.0,6.5,4.666666666666667,59.25,22.75,5.166666666666667,4.25,63.66666666666666,26.25,0.3333333333333333,2.1666666666666665,1.6666666666666667,0.6666666666666666,0.0,70.91666666666667,31.66666666666667,0.43916666666666665,1.75,1.25,0.2433333333333333,83.16666666666667,42.833333333333336,26.0,565.8333333333334,0.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,Orthodox,187.96,193.04,205.0,38.0,1
36,Todd Ronald Anderson,3,0.0,1.0,0.0,8.3,4.9,76.9,21.6,4.0,2.4,73.6,17.9,0.3,6.7,5.6,1.0,0.1,89.2,28.9,0.34,2.0,0.7,0.21899999999999997,101.5,39.9,2.0,3.0,3.3,1.9,54.4,23.9,3.3,2.6,47.9,19.5,0.0,5.9,4.1,1.0,0.2,61.0,28.4,0.5539999999999999,2.3,0.7,0.294,68.7,35.4,22.0,619.3,0.0,0.0,0.0,3.0,1.0,3.0,0.0,7.0,Southpaw,182.88,190.5,185.0,34.0,1
37,Keith Peterson,3,1.0,0.0,0.0,10.0,6.0,153.0,45.33333333333334,3.0,2.0,140.66666666666666,37.66666666666666,0.0,2.6666666666666665,2.0,0.6666666666666666,0.0,166.0,53.33333333333334,0.3033333333333333,2.0,0.3333333333333333,0.06666666666666668,186.66666666666663,71.0,2.0,1.0,11.0,5.666666666666668,88.0,26.66666666666667,6.666666666666668,2.333333333333333,69.33333333333333,14.0,0.6666666666666666,22.33333333333333,14.333333333333336,0.0,0.0,105.66666666666669,34.666666666666664,0.3233333333333333,5.0,0.3333333333333333,0.02333333333333333,108.66666666666669,36.66666666666666,9.0,858.3333333333335,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Southpaw,170.18,177.8,145.0,29.0,1
39,Herb Dean,3,0.0,1.0,0.0,7.875,6.0,50.5,22.125,5.125,4.25,54.5,25.25,0.25,4.625,4.0,0.375,0.0,63.5,32.375,0.49375,0.375,0.125,0.125,72.875,41.0,2.0,4.0,4.25,2.125,68.0,19.75,6.375,3.375,66.75,17.625,0.375,3.625,3.125,1.875,0.0,78.625,25.25,0.35124999999999995,3.625,2.0,0.36875,97.875,39.625,17.0,535.375,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,Switch,180.34,195.58,185.0,35.0,1
40,Marc Goddard,3,0.0,2.0,0.0,3.0,2.3076923076923075,117.15384615384615,47.153846153846146,7.9230769230769225,4.846153846153847,108.76923076923076,40.615384615384606,0.3076923076923077,8.0,6.6923076923076925,0.9230769230769232,0.0,128.0769230769231,54.30769230769231,0.4323076923076923,1.3846153846153846,0.9230769230769232,0.18307692307692308,137.61538461538458,63.07692307692307,7.0,3.0,6.9230769230769225,5.0,140.30769230769232,44.230769230769226,10.307692307692307,6.538461538461537,126.30769230769229,35.92307692307692,0.15384615384615385,14.538461538461537,9.615384615384617,0.38461538461538464,0.0,157.53846153846158,55.769230769230774,0.3938461538461538,4.9230769230769225,0.4615384615384616,0.0776923076923077,175.84615384615384,71.23076923076924,45.0,975.3076923076924,11.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,Orthodox,170.18,177.8,145.0,32.0,1
41,Osiris Maia,3,0.0,1.0,0.0,8.0,4.84,82.48,32.04,8.52,4.52,73.04,21.4,0.52,18.48,14.32,0.92,0.08,99.0,41.4,0.4564,0.8,0.52,0.3196,114.4,54.84,7.0,10.0,9.8,6.24,82.32,26.64,6.48,4.64,80.2,23.92,0.24,7.52,5.8,1.8,0.12,98.6,37.52,0.4039999999999999,4.72,1.76,0.3076,116.32,53.64,61.0,669.56,1.0,0.0,1.0,5.0,7.0,1.0,1.0,15.0,Orthodox,175.26,177.8,170.0,35.0,1
43,Herb Dean,3,0.0,1.0,0.0,6.636363636363638,3.9090909090909087,60.54545454545455,18.0,6.2727272727272725,4.363636363636363,64.27272727272727,19.727272727272727,0.3636363636363637,1.4545454545454546,1.3636363636363635,0.18181818181818185,0.2727272727272727,73.45454545454545,26.272727272727273,0.33545454545454545,0.09090909090909093,0.09090909090909093,0.09090909090909093,83.36363636363636,34.45454545454545,2.0,5.0,5.8181818181818175,2.8181818181818183,47.36363636363637,16.363636363636363,14.0,10.727272727272727,54.72727272727273,20.545454545454547,0.09090909090909093,5.454545454545454,4.181818181818182,1.7272727272727273,0.18181818181818185,67.18181818181819,29.90909090909091,0.41727272727272735,5.2727272727272725,1.818181818181818,0.2272727272727273,84.63636363636364,44.0,24.0,576.1818181818181,0.0,0.0,1.0,1.0,4.0,0.0,0.0,6.0,Southpaw,187.96,190.5,205.0,42.0,1
44,Marc Goddard,3,1.0,0.0,0.0,2.0,1.0,13.0,6.0,1.0,1.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.5,2.0,0.0,0.0,30.0,20.0,0.0,1.0,4.0,3.0,16.0,7.0,48.0,34.0,44.0,22.0,0.0,12.0,11.0,5.0,0.0,68.0,44.0,0.64,8.0,4.0,0.5,161.0,113.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,177.8,155.0,24.0,1
45,Osiris Maia,3,1.0,0.0,0.0,8.777777777777779,6.5555555555555545,54.0,22.33333333333333,4.4444444444444455,2.6666666666666665,48.555555555555564,18.444444444444443,0.1111111111111111,6.333333333333332,4.777777777777779,0.7777777777777778,0.0,67.22222222222223,31.555555555555557,0.4655555555555555,2.0,0.8888888888888888,0.4,78.8888888888889,41.77777777777778,4.0,3.0,13.444444444444445,9.777777777777779,73.1111111111111,33.888888888888886,2.555555555555556,1.1111111111111112,68.33333333333333,30.222222222222218,0.0,5.888888888888888,4.888888888888889,0.3333333333333333,0.0,89.1111111111111,44.77777777777778,0.5333333333333333,1.6666666666666667,0.3333333333333333,0.1477777777777778,111.0,65.0,22.0,656.6666666666666,1.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,Orthodox,180.34,182.88,170.0,28.0,1
