,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,Gender
917,Frankie Perez,Chris Wade,Todd Ronald Anderson,2017-07-22,"Uniondale, New York, USA",Blue,False,Lightweight,3,2.0,0.0,0.0,6.5,3.8333333333333335,7.166666666666668,5.833333333333332,23.0,10.333333333333334,5.0,2.833333333333333,20.83333333333333,8.333333333333334,0.16666666666666666,7.833333333333332,6.833333333333332,2.333333333333333,1.1666666666666667,35.166666666666664,19.0,0.39666666666666667,0.6666666666666666,3.1666666666666665,1.8333333333333333,0.5016666666666666,74.0,52.83333333333334,4.0,2.0,5.666666666666668,4.333333333333333,7.333333333333332,5.0,24.83333333333333,9.0,6.166666666666668,5.833333333333332,28.0,11.5,0.0,4.666666666666667,4.0,2.0,0.6666666666666666,38.333333333333336,19.83333333333333,0.4066666666666667,0.3333333333333333,4.0,1.6666666666666667,0.2766666666666667,61.16666666666666,36.66666666666666,14.0,657.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,Orthodox,177.8,177.8,155.0,1.0,0.0,0.0,4.333333333333333,3.0,1.6666666666666667,0.6666666666666666,27.0,10.666666666666666,6.333333333333332,4.666666666666667,23.66666666666667,7.0,0.3333333333333333,7.0,6.0,0.6666666666666666,0.0,35.0,16.0,0.5333333333333333,0.3333333333333333,2.333333333333333,0.6666666666666666,0.19333333333333336,41.333333333333336,22.0,1.0,2.0,6.666666666666668,4.666666666666667,0.3333333333333333,0.3333333333333333,31.66666666666667,9.0,21.66666666666667,14.0,41.66666666666666,15.333333333333336,0.0,5.333333333333333,3.333333333333333,3.0,0.0,53.66666666666666,23.33333333333333,0.3033333333333333,0.0,6.0,3.333333333333333,0.42,73.0,39.66666666666666,7.0,556.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,180.34,185.42,155.0,29.0,28.0,1
925,Alexandre Pantoja,Neil Seery,Grant Waterman,2017-07-16,"Glasgow, Scotland, United Kingdom",Red,False,Flyweight,3,1.0,0.0,0.0,6.5,2.6666666666666665,8.833333333333334,5.166666666666667,90.5,31.83333333333333,9.5,6.666666666666668,96.0,36.66666666666666,0.3333333333333333,6.333333333333332,4.333333333333333,0.3333333333333333,0.5,108.83333333333331,43.66666666666666,0.4066666666666667,1.6666666666666667,2.6666666666666665,0.8333333333333334,0.2883333333333333,135.83333333333334,68.83333333333333,2.0,3.0,12.166666666666664,9.0,10.666666666666666,7.5,87.16666666666669,28.0,13.166666666666664,5.833333333333332,93.0,26.66666666666667,0.3333333333333333,5.833333333333332,5.666666666666668,4.0,0.16666666666666666,111.0,41.333333333333336,0.3766666666666667,1.0,8.5,3.8333333333333335,0.535,129.33333333333334,57.66666666666666,17.0,842.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,Orthodox,162.56,162.56,125.0,0.0,1.0,0.0,10.0,6.0,4.0,3.0,92.0,32.0,3.0,2.0,82.0,27.0,0.0,7.0,4.0,2.0,0.0,99.0,37.0,0.37,2.0,3.0,1.0,0.33,135.0,67.0,1.0,0.0,3.0,1.0,3.0,0.0,86.0,29.0,4.0,3.0,90.0,31.0,0.0,0.0,0.0,0.0,0.0,93.0,32.0,0.34,0.0,12.0,4.0,0.33,107.0,44.0,3.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,165.1,170.18,125.0,37.0,27.0,1
928,Brett Johns,Albert Morales,Leon Roberts,2017-07-16,"Glasgow, Scotland, United Kingdom",Red,False,Bantamweight,3,0.0,1.0,0.0,5.666666666666668,3.6666666666666665,5.666666666666668,2.0,137.33333333333334,46.66666666666666,3.0,2.333333333333333,111.33333333333331,27.33333333333333,0.0,29.0,20.0,0.6666666666666666,0.0,146.0,51.0,0.3333333333333333,0.0,2.0,0.6666666666666666,0.2766666666666667,160.0,59.33333333333334,1.0,2.0,11.666666666666664,7.333333333333332,4.333333333333333,2.0,109.66666666666669,42.333333333333336,6.666666666666668,5.0,96.33333333333331,32.666666666666664,0.3333333333333333,12.666666666666664,9.333333333333334,0.6666666666666666,0.0,120.66666666666669,49.33333333333334,0.42,0.0,1.3333333333333333,0.3333333333333333,0.11,134.0,61.0,8.0,732.3333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,175.26,182.88,135.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,53.0,27.0,26.0,22.0,74.0,45.0,0.0,1.0,1.0,3.0,0.0,80.0,49.0,0.61,0.0,15.0,11.0,0.73,171.0,127.0,1.0,0.0,17.0,11.0,12.0,9.0,116.0,44.0,0.0,0.0,103.0,35.0,0.0,8.0,7.0,0.0,0.0,128.0,53.0,0.41,0.0,0.0,0.0,0.0,134.0,59.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,170.18,180.34,135.0,26.0,25.0,1
930,Yoel Romero,Robert Whittaker,John McCarthy,2017-07-08,"Las Vegas, Nevada, USA",Blue,True,Middleweight,5,0.0,7.0,0.0,7.454545454545454,5.0,8.727272727272727,5.181818181818182,105.9090909090909,41.36363636363637,8.454545454545455,5.454545454545454,107.1818181818182,39.90909090909091,0.7272727272727273,8.454545454545455,7.090909090909091,0.8181818181818182,0.0,123.0909090909091,52.0,0.4518181818181818,0.0,0.5454545454545454,0.3636363636363637,0.2727272727272727,131.54545454545453,60.0,7.0,2.0,14.818181818181818,7.636363636363638,7.1818181818181825,4.818181818181818,97.63636363636364,32.72727272727273,1.5454545454545454,1.181818181818182,79.54545454545455,21.727272727272727,0.18181818181818185,12.0,9.363636363636363,0.18181818181818185,0.18181818181818185,106.36363636363636,38.72727272727273,0.3727272727272727,0.09090909090909093,3.1818181818181817,0.2727272727272727,0.05909090909090909,113.63636363636364,45.0,25.0,602.3636363636364,1.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0,Orthodox,182.88,185.42,185.0,0.0,8.0,0.0,10.625,7.5,5.125,3.375,48.375,24.5,14.0,9.375,45.0,21.0,0.75,11.875,8.75,0.75,0.0,67.5,37.25,0.5974999999999999,0.0,3.5,1.625,0.31125,80.25,49.0,8.0,0.0,12.0,5.875,4.0,1.875,57.25,19.625,2.0,1.375,41.625,10.0,0.0,9.625,7.0,0.625,0.0,63.25,22.875,0.3425,0.125,4.375,0.875,0.14875,71.125,29.625,22.0,671.75,0.0,0.0,1.0,1.0,6.0,0.0,0.0,8.0,Southpaw,182.88,185.42,185.0,26.0,40.0,1
931,Fabricio Werdum,Alistair Overeem,Herb Dean,2017-07-08,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,3,0.0,1.0,0.0,16.727272727272727,14.181818181818182,10.636363636363637,8.727272727272727,24.63636363636364,17.272727272727273,12.454545454545455,9.545454545454543,24.45454545454545,15.363636363636365,0.7272727272727273,6.545454545454546,6.0,0.2727272727272727,0.0,47.72727272727273,35.54545454545455,0.7372727272727272,0.09090909090909093,0.9090909090909092,0.2727272727272727,0.2272727272727273,60.18181818181818,47.0,4.0,4.0,4.545454545454546,3.272727272727273,5.363636363636363,3.4545454545454546,29.818181818181817,10.818181818181818,2.5454545454545454,2.0,30.363636363636363,11.545454545454545,0.3636363636363637,2.8181818181818183,1.4545454545454546,0.09090909090909093,0.0,37.72727272727273,16.272727272727273,0.4209090909090909,0.09090909090909093,0.9090909090909092,0.18181818181818185,0.12090909090909092,43.09090909090909,20.90909090909091,21.0,467.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,7.0,Orthodox,193.04,203.2,265.0,0.0,1.0,0.0,10.666666666666666,8.333333333333334,8.25,6.25,68.41666666666667,36.66666666666666,8.5,5.5,65.41666666666667,31.5,0.25,9.083333333333334,8.583333333333334,1.1666666666666667,0.0,85.16666666666667,48.41666666666666,0.5850000000000001,0.25,2.25,0.5,0.13833333333333336,99.08333333333331,60.58333333333334,6.0,3.0,5.416666666666668,3.6666666666666665,7.083333333333332,5.083333333333333,57.5,19.83333333333333,2.6666666666666665,2.333333333333333,51.33333333333334,16.166666666666668,0.3333333333333333,10.5,7.416666666666668,0.25,0.0,67.25,27.25,0.4316666666666667,0.08333333333333333,1.0,0.6666666666666666,0.2125,78.66666666666667,37.833333333333336,27.0,590.9166666666666,3.0,0.0,0.0,3.0,4.0,2.0,0.0,9.0,Orthodox,193.04,195.58,231.0,37.0,39.0,1
934,Rob Font,Douglas Silva de Andrade,Mark Smith,2017-07-08,"Las Vegas, Nevada, USA",Red,False,Bantamweight,3,0.0,2.0,0.0,11.666666666666664,5.666666666666668,5.0,2.0,122.0,42.66666666666666,1.6666666666666667,1.3333333333333333,102.33333333333331,28.66666666666667,0.6666666666666666,14.666666666666664,11.666666666666664,0.6666666666666666,0.3333333333333333,128.66666666666666,46.0,0.3366666666666667,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,130.66666666666666,48.0,2.0,1.0,21.66666666666667,14.666666666666664,7.666666666666668,3.6666666666666665,114.33333333333331,39.66666666666666,3.333333333333333,0.6666666666666666,100.66666666666669,27.0,0.0,3.0,2.333333333333333,0.0,0.0,125.33333333333331,44.0,0.3433333333333333,0.0,4.0,1.0,0.16666666666666666,128.33333333333334,46.66666666666666,9.0,851.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,170.18,172.72,135.0,0.0,1.0,0.0,9.5,7.25,5.0,4.25,61.0,24.75,4.0,3.5,55.0,20.75,0.75,5.5,4.5,0.25,0.0,70.0,32.5,0.53,0.25,2.25,0.5,0.3,73.0,35.0,2.0,1.0,13.5,8.25,4.25,2.25,70.0,22.0,6.75,5.5,59.0,15.0,0.0,8.5,6.5,1.0,0.0,81.0,29.75,0.3325,0.0,0.75,0.5,0.375,89.0,37.25,7.0,454.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,172.72,180.34,135.0,32.0,30.0,1
942,Dhiego Lima,Jesse Taylor,Jason Herzog,2017-07-07,"Las Vegas, Nevada, USA",Blue,True,Welterweight,4,1.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,0.0,7.0,1.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,13.0,4.0,0.3,0.0,3.0,1.0,0.33,40.0,25.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,7.0,4.0,0.57,2.0,1.0,0.0,0.0,12.0,9.0,1.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,185.42,170.0,2.0,0.0,0.0,2.75,1.5,1.5,1.0,22.75,8.5,22.5,12.5,43.0,19.75,0.0,1.0,0.75,2.25,0.0,46.75,22.0,0.4175,1.0,2.25,1.5,0.1875,61.25,33.5,1.0,3.0,5.0,3.25,5.25,4.5,32.75,9.25,9.75,6.5,39.75,15.25,1.0,3.0,1.75,0.0,0.0,47.75,20.25,0.4300000000000001,0.0,0.0,0.0,0.0,60.5,30.5,6.0,298.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,187.96,187.96,170.0,34.0,28.0,1
943,Jared Cannonier,Nick Roehrick,John McCarthy,2017-07-07,"Las Vegas, Nevada, USA",Red,False,Light Heavyweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,190.5,205.0,1.0,0.0,0.0,4.5,4.25,5.75,4.75,39.75,21.5,3.0,3.0,39.5,21.0,0.25,4.5,4.0,0.5,0.0,48.5,29.25,0.5900000000000001,0.0,0.5,0.0,0.0,60.25,40.0,2.0,2.0,6.5,4.75,5.25,3.0,50.5,14.75,10.5,5.75,57.75,17.25,0.25,2.0,1.5,3.25,0.0,66.25,23.5,0.3675000000000001,0.25,3.25,2.25,0.4625,99.5,47.25,8.0,535.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Switch,180.34,195.58,185.0,30.0,33.0,1
947,James Krause,Tom Gallicchio,Chris Tognoni,2017-07-07,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,177.8,185.42,170.0,0.0,2.0,0.0,11.571428571428573,7.7142857142857135,3.571428571428572,2.0,106.71428571428572,46.28571428571429,1.5714285714285714,0.5714285714285714,89.85714285714286,33.714285714285715,0.0,10.428571428571429,7.428571428571429,0.7142857142857143,0.2857142857142857,111.85714285714286,48.85714285714285,0.4528571428571429,0.5714285714285714,4.571428571428571,0.5714285714285714,0.2342857142857143,120.28571428571428,55.42857142857143,2.0,3.0,21.285714285714285,13.571428571428573,6.571428571428571,4.571428571428571,113.0,41.42857142857143,4.571428571428571,3.1428571428571432,89.2857142857143,24.714285714285715,0.2857142857142857,13.571428571428573,10.857142857142858,0.7142857142857143,0.14285714285714285,124.14285714285714,49.14285714285714,0.3757142857142857,0.0,1.4285714285714286,1.0,0.4514285714285714,132.28571428571428,56.28571428571429,15.0,600.5714285714286,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,Orthodox,187.96,185.42,170.0,30.0,31.0,1
950,Gray Maynard,Teruto Ishihara,Jason Herzog,2017-07-07,"Las Vegas, Nevada, USA",Red,False,Featherweight,3,1.0,0.0,0.0,13.75,8.0,4.5,1.75,82.0,39.25,4.25,3.0,67.5,27.0,1.25,9.5,9.0,0.5,0.0,90.75,44.0,0.49,0.0,1.5,0.0,0.0,95.0,47.0,2.0,2.0,10.0,6.25,7.25,4.75,92.25,35.5,1.75,1.0,79.25,26.25,0.0,12.0,8.75,0.75,0.0,101.25,41.25,0.3675000000000001,0.0,1.75,1.0,0.6,115.0,53.75,9.0,571.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Southpaw,170.18,175.26,135.0,1.0,0.0,0.0,7.388888888888888,5.0,6.388888888888888,3.7777777777777777,66.05555555555556,17.11111111111111,8.888888888888891,4.888888888888889,72.22222222222223,19.555555555555557,0.3333333333333333,1.7222222222222223,1.2222222222222223,1.8333333333333333,0.2222222222222222,81.33333333333333,25.777777777777782,0.3633333333333333,0.5555555555555556,5.222222222222221,2.1666666666666665,0.4194444444444445,98.11111111111113,40.944444444444436,8.0,8.0,12.555555555555555,5.9444444444444455,8.555555555555555,4.777777777777779,95.88888888888887,26.777777777777782,2.3888888888888893,1.5555555555555556,87.72222222222223,22.0,0.3333333333333333,6.5555555555555545,5.166666666666667,0.3888888888888889,0.1111111111111111,106.83333333333331,33.111111111111114,0.3194444444444444,0.2777777777777778,3.2777777777777777,0.5555555555555556,0.14722222222222225,124.22222222222223,48.22222222222222,51.0,786.7777777777777,2.0,0.0,3.0,6.0,1.0,0.0,0.0,10.0,Orthodox,175.26,177.8,155.0,25.0,38.0,1
952,Tim Boetsch,Johny Hendricks,Kevin MacDonald,2017-06-25,"Oklahoma City, Oklahoma, USA",Red,False,Middleweight,3,0.0,1.0,0.0,5.315789473684211,3.842105263157895,15.473684210526313,10.947368421052632,76.10526315789474,29.894736842105264,5.2105263157894735,3.7894736842105265,79.42105263157895,30.105263157894736,0.3157894736842105,12.052631578947368,10.68421052631579,1.0526315789473684,0.0,96.7894736842105,44.631578947368425,0.5231578947368422,0.3157894736842105,6.2105263157894735,3.2105263157894735,0.3257894736842106,123.52631578947368,69.36842105263158,6.0,6.0,15.947368421052632,11.421052631578947,14.157894736842106,9.263157894736842,84.10526315789474,33.94736842105263,3.947368421052632,3.5789473684210527,80.21052631578948,30.315789473684212,0.05263157894736842,6.052631578947367,5.052631578947368,0.15789473684210525,0.0,102.2105263157895,46.78947368421053,0.3852631578947369,0.21052631578947367,2.1052631578947367,0.6842105263157895,0.1857894736842105,121.94736842105264,65.63157894736842,52.0,749.1052631578948,3.0,1.0,2.0,5.0,5.0,0.0,0.0,13.0,Southpaw,175.26,175.26,185.0,1.0,0.0,0.0,9.095238095238095,6.2857142857142865,9.952380952380953,6.761904761904763,36.333333333333336,15.61904761904762,4.666666666666667,3.6190476190476186,36.66666666666666,15.285714285714285,0.3333333333333333,5.190476190476192,4.428571428571429,0.7142857142857143,0.09523809523809523,50.952380952380956,26.0,0.5138095238095237,0.5238095238095238,2.8095238095238093,1.0,0.18761904761904766,70.23809523809524,43.38095238095239,4.0,10.0,8.80952380952381,6.666666666666668,10.047619047619047,6.142857142857142,39.047619047619044,12.666666666666664,9.904761904761905,6.7142857142857135,45.28571428571429,15.047619047619047,0.09523809523809523,4.904761904761905,3.809523809523809,1.0952380952380951,0.0,59.0,25.523809523809533,0.4490476190476192,0.4761904761904762,2.380952380952381,1.0,0.27142857142857146,79.28571428571429,43.80952380952381,45.0,547.1428571428571,0.0,0.0,2.0,3.0,6.0,0.0,0.0,11.0,Orthodox,182.88,187.96,185.0,33.0,36.0,1
955,BJ Penn,Dennis Siver,Kevin MacDonald,2017-06-25,"Oklahoma City, Oklahoma, USA",Blue,False,Featherweight,3,2.0,0.0,0.0,9.95,5.45,6.05,2.3,107.4,31.7,6.45,4.3,94.6,21.75,0.35,15.35,11.1,1.6,0.25,119.9,38.3,0.3385,0.25,1.95,0.65,0.28250000000000003,161.4,73.7,4.0,9.0,7.9,4.45,3.65,2.0,69.1,21.15,7.45,3.9,62.0,16.25,0.35,10.3,6.35,1.45,0.3,80.2,27.05,0.3505,0.5,3.0,1.05,0.34600000000000003,89.7,34.95,47.0,627.95,0.0,0.0,0.0,6.0,3.0,2.0,0.0,11.0,Orthodox,167.64,177.8,145.0,5.0,0.0,0.0,6.916666666666668,5.958333333333332,10.958333333333336,8.166666666666666,55.375,21.79166666666667,9.041666666666666,6.5,66.0,28.29166666666667,0.25,2.458333333333333,2.208333333333333,1.7916666666666667,0.04166666666666666,75.375,36.458333333333336,0.5349999999999999,0.5,1.875,1.0833333333333333,0.3425,113.04166666666669,72.625,3.0,12.0,12.833333333333336,9.125,10.125,6.416666666666668,74.70833333333333,28.16666666666667,13.916666666666664,9.166666666666666,77.5,28.41666666666667,0.04166666666666666,8.416666666666666,6.208333333333332,0.9166666666666666,0.375,98.75,43.75,0.4175,0.08333333333333333,5.833333333333332,1.375,0.285,144.29166666666666,85.91666666666669,70.0,808.7916666666665,11.0,0.0,0.0,1.0,6.0,4.0,1.0,12.0,Orthodox,175.26,177.8,155.0,38.0,38.0,1
956,Clay Guida,Erik Koch,Keith Peterson,2017-06-25,"Oklahoma City, Oklahoma, USA",Red,False,Lightweight,3,0.0,1.0,0.0,3.7142857142857135,3.4285714285714284,6.142857142857142,4.857142857142857,37.42857142857143,10.285714285714286,4.142857142857143,3.2857142857142856,40.0,11.714285714285715,0.2857142857142857,4.0,3.2857142857142856,0.7142857142857143,0.0,47.714285714285715,18.428571428571427,0.37857142857142856,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.07142857142857142,60.42857142857143,30.42857142857143,2.0,3.0,8.0,5.428571428571429,8.0,6.0,25.42857142857143,8.857142857142858,10.0,7.857142857142858,29.857142857142854,13.571428571428573,0.42857142857142855,5.571428571428571,3.7142857142857135,0.42857142857142855,0.0,43.42857142857143,22.714285714285715,0.4685714285714285,0.2857142857142857,5.285714285714286,0.7142857142857143,0.09000000000000001,51.85714285714285,30.42857142857143,13.0,453.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Southpaw,177.8,180.34,155.0,2.0,0.0,0.0,6.608695652173912,4.260869565217392,6.3478260869565215,4.478260869565218,72.78260869565217,16.608695652173914,13.0,7.6521739130434785,77.3913043478261,17.391304347826086,0.21739130434782608,8.130434782608695,7.086956521739131,2.0434782608695654,0.043478260869565216,92.1304347826087,28.73913043478261,0.34391304347826085,0.6086956521739131,7.130434782608695,2.652173913043478,0.3765217391304348,122.3913043478261,55.0,4.0,11.0,6.565217391304348,4.521739130434782,7.608695652173912,5.0,78.69565217391305,22.217391304347824,4.434782608695652,3.565217391304348,81.1304347826087,23.956521739130434,0.21739130434782608,3.0434782608695654,2.3043478260869565,0.4782608695652174,0.08695652173913042,90.7391304347826,30.782608695652176,0.3247826086956522,0.9130434782608696,2.5217391304347827,0.6521739130434783,0.17608695652173914,109.43478260869566,47.52173913043478,62.0,745.695652173913,0.0,0.0,3.0,4.0,1.0,4.0,0.0,12.0,Orthodox,170.18,177.8,155.0,28.0,35.0,1
960,Anthony Rocco Martin,Johnny Case,Gary Ritter,2017-06-25,"Oklahoma City, Oklahoma, USA",Red,False,Lightweight,3,1.0,0.0,0.0,16.6,10.0,6.0,3.6,86.8,28.4,17.6,12.2,84.6,27.2,0.4,9.2,7.0,2.8,0.6,110.4,44.2,0.374,0.0,3.8,1.8,0.306,130.6,60.4,4.0,1.0,8.2,4.0,4.2,2.2,58.2,22.4,1.8,1.2,45.2,12.2,0.0,10.8,9.6,1.8,0.2,64.2,25.8,0.41,0.6,4.0,1.0,0.2,75.6,36.0,14.0,770.6,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,Orthodox,177.8,182.88,155.0,0.0,2.0,0.0,4.333333333333333,3.333333333333333,6.833333333333332,4.333333333333333,47.66666666666666,18.5,2.5,1.6666666666666667,48.0,17.0,0.0,4.666666666666667,4.166666666666667,2.0,0.0,57.0,24.5,0.38,0.8333333333333334,4.833333333333333,1.1666666666666667,0.33,75.0,39.16666666666666,2.0,3.0,16.833333333333332,12.166666666666664,8.5,6.333333333333332,51.5,24.0,0.16666666666666666,0.16666666666666666,31.5,9.333333333333334,0.0,11.833333333333336,9.0,1.0,0.16666666666666666,60.16666666666666,30.5,0.4016666666666666,0.5,1.0,0.5,0.19333333333333336,71.0,40.16666666666666,14.0,634.1666666666666,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Orthodox,182.88,185.42,170.0,27.0,27.0,1
